Speaker_ID,Start_Time,End_Time,Duration_Seconds,Word_Count,Confidence,Reason,Content
1809,2025-08-18T17:02:08.95,2025-08-18T17:02:30.2,3.25,72,high,long pause (4.4s),"truly are challenges or hurdles if, if you will, have been really just working with FSIS and USDA on legislation side and state side. It's more of just understanding how this this state is built, how the program is going to be built to help benefit the state, but it's truly been on it's, it's truly been with USDA and FSIS just ensuring that we're meeting their criteria as well as um"
1810,2025-08-18T17:02:33.217,2025-08-18T17:02:33.467,0.25,4,high,long pause (3.0s),just meeting their timelines.
1811,2025-08-18T17:02:33.884,2025-08-18T17:03:03.167,5.75,134,medium,thank you transition,"Thank you. And the and the chair's trying to move along and I've chaired committees before, so I know to do that. So I'm just curious on the work that we did, that bill, as you all may remember, was years in the making. I don't know many versions. I see a lot of heads nodding years and years and years of debate and discussion and infighting to get it passed. Uh, uh, um, I just want to note, uh, it came to our committee, Senate Judiciary Committee, was 23 pages. He left, he left, it was 2, and I just wanted to know whether we missed anything. It doesn't sound like we lost anything in the 21 pages we cut out. So that's what I just wanted to check, Madam Chair. Thank you."
1812,2025-08-18T17:03:04.95,2025-08-18T17:03:07.634,0.75,16,medium,medium pause (1.8s) + speech pattern; thank you transition,"Thank you, Madam Chair and members of the committee. Thank you. And as the chair of"
1813,2025-08-18T17:03:09.684,2025-08-18T17:03:12.7,0.75,13,high,long pause (2.0s),"judiciary had indicated, uh, he thought most could be put into the rules."
1814,2025-08-18T17:03:14.25,2025-08-18T17:03:14.5,0.25,3,medium,medium pause (1.6s) + speech pattern,"So Representative Armstrong,"
1815,2025-08-18T17:03:17.517,2025-08-18T17:03:23.5,1.25,26,high,long pause (3.0s); thank you transition,"thank you, Madam Chair, and, and I do want to publicly thank again Senator Cervantes for working so hard to get that passed. Also Belinda Garland."
1816,2025-08-18T17:03:27.117,2025-08-18T17:03:29.334,0.5,11,high,long pause (3.6s),"um, who, who stood steadfast, um, and so thank you again,"
1817,2025-08-18T17:03:30.917,2025-08-18T17:03:31.167,0.25,5,medium,medium pause (1.6s) + speech pattern,Senator Cervantes for what you
1818,2025-08-18T17:03:33.417,2025-08-18T17:03:33.667,0.25,7,high,long pause (2.2s),"did with that bill, um, I just"
1819,2025-08-18T17:03:36.617,2025-08-18T17:03:39.634,1.0,20,high,long pause (3.0s),"wanted to thank you for bringing this to our attention, the issues that you're having, because if we don't know,"
1820,2025-08-18T17:03:42.85,2025-08-18T17:03:44.9,0.5,15,high,long pause (3.2s),"uh we can't fix or try to fix what we don't know. So we, I"
1821,2025-08-18T17:03:45.484,2025-08-18T17:03:49.734,0.75,18,medium,thank you transition,"thank you for that and I've already texted a couple of people to say, how can we fix"
1822,2025-08-18T17:03:52.684,2025-08-18T17:03:54.2,0.75,14,high,long pause (3.0s),"this? We, we weren't aware of some of these issues that are going on"
1823,2025-08-18T17:03:56.684,2025-08-18T17:04:06.134,2.0,43,high,long pause (2.5s),"and so, uh, mainly I just wanna say thank you for bringing it to our attention and we're gonna work hard to make this work and make it right and uh let's get some New Mexicans feeding New Mexicans. Thank you, Madam Chair."
1824,2025-08-18T17:04:09.184,2025-08-18T17:04:09.434,0.25,6,high,long pause (3.0s); thank you transition,Thank you. I appreciate all of
1825,2025-08-18T17:04:11.517,2025-08-18T17:04:13.467,0.5,13,high,long pause (2.1s),"you coming today. Um, one of the points that I picked up from"
1826,2025-08-18T17:04:15.55,2025-08-18T17:04:15.8,0.25,6,high,long pause (2.1s),this is that there's a financial
1827,2025-08-18T17:04:19.417,2025-08-18T17:04:19.667,0.25,6,high,long pause (3.6s),strain in trying to do um
1828,2025-08-18T17:04:23.584,2025-08-18T17:04:25.767,0.5,14,high,long pause (3.9s),"to run an industry such as this, and you can't, I also heard you"
1829,2025-08-18T17:04:28.617,2025-08-18T17:04:28.867,0.25,6,high,long pause (2.9s),"can't do all three levels. So,"
1830,2025-08-18T17:04:33.25,2025-08-18T17:04:38.034,1.0,22,high,long pause (4.4s),"um, I just texted uh my beef grower and said, you're not charging enough for your beef. He's sitting in the audience."
1831,2025-08-18T17:04:42.717,2025-08-18T17:04:50.8,1.75,37,high,long pause (4.7s),"so, um, but thank you very much and let's see what we can do about it. If you have specific proposals we're all happy to hear those specific proposals for the next session. Thank you very much."
1832,2025-08-18T17:04:52.917,2025-08-18T17:04:53.167,0.25,8,high,long pause (2.1s),So we are gonna move to our very
1833,2025-08-18T17:04:55.417,2025-08-18T17:05:02.4,1.25,20,high,long pause (2.2s),"last uh presentation for today on Weather stations, water resilience, and the impacts of drought and extreme weather on agriculture."
1834,2025-08-18T17:05:49.117,2025-08-18T17:05:49.367,0.25,7,high,long pause (46.7s),"OK, so we're gonna go ahead and"
1835,2025-08-18T17:05:51.384,2025-08-18T17:05:51.634,0.25,6,high,long pause (2.0s),"get started. Um, we have Dave"
1836,2025-08-18T17:05:54.65,2025-08-18T17:05:56.5,0.75,14,high,long pause (3.0s),"Dubois, Sam Ferna, and Debbie Hughes. So, um, Dave, why don't you go ahead?"
1837,2025-08-18T17:06:00.65,2025-08-18T17:06:02.934,0.5,11,high,long pause (4.2s); question-answer pattern,"This button, OK. Well, thank you, Madam Chair, members of the"
1838,2025-08-18T17:06:03.45,2025-08-18T17:06:03.7,0.25,5,medium,formal introduction,"committee. I'm, I'm pleased to"
1839,2025-08-18T17:06:04.884,2025-08-18T17:06:05.134,0.25,8,medium,short pause (1.2s) + strong speech pattern; formal introduction,"be here. Uh, this is, my name is"
1840,2025-08-18T17:06:06.684,2025-08-18T17:06:09.434,0.75,17,medium,formal introduction,Dave Dubois. I'm state climatologist for New Mexico and my job right now is to give you
1841,2025-08-18T17:06:11.484,2025-08-18T17:06:13.467,0.5,14,high,long pause (2.0s),a briefing to set the stage for drought for the rest of our um
1842,2025-08-18T17:06:13.917,2025-08-18T17:06:14.734,0.5,7,medium,formal introduction,panel here. So I'm gonna get started.
1843,2025-08-18T17:06:17.15,2025-08-18T17:06:17.4,0.25,4,high,long pause (2.4s),"So I first, um,"
1844,2025-08-18T17:06:20.684,2025-08-18T17:06:22.317,1.0,13,high,long pause (3.3s),"picture, I hope everybody can catch up once we get the handouts. Um"
1845,2025-08-18T17:06:25.15,2025-08-18T17:06:31.367,1.0,26,high,long pause (2.8s),"this is a, a, a graph of the area of New Mexico, covered by each of the US drought monitor, um, categories in the US dr"
1846,2025-08-18T17:06:34.75,2025-08-18T17:06:39.7,1.0,25,high,long pause (3.4s),"monitor goes from uh level 1 to 4, and, um, and it's kind of, this is the whole, the whole US drought monitoring since 2000,"
1847,2025-08-18T17:06:42.65,2025-08-18T17:06:43.6,0.5,14,high,long pause (3.0s),so it's 25 years and um I just want to point toward one thing
1848,2025-08-18T17:06:47.25,2025-08-18T17:06:54.634,1.75,33,high,long pause (3.6s),"is um the D4, the worst, the, uh, exceptional popped up 11 times in the last 25. Somewhere in New Mexico. So this is the percent area of each of the different categories."
1849,2025-08-18T17:06:56.85,2025-08-18T17:07:05.8,1.75,44,high,long pause (2.2s),"It's just kind of gets you a sense of kind of how we've been, we've been in and in and out of droughts. So we're, we're very familiar with it. So here's the latest drought monitor map that comes out once a week on"
1850,2025-08-18T17:07:08.65,2025-08-18T17:07:10.9,0.75,17,high,long pause (2.9s),"Thursday mornings, and our, our, our group, as well as National Weather Service, we come up with"
1851,2025-08-18T17:07:12.917,2025-08-18T17:07:16.034,0.75,15,high,long pause (2.0s),"the suggestions for this map for the US drought monitor. As you can see, um"
1852,2025-08-18T17:07:18.684,2025-08-18T17:07:33.167,2.5,55,high,long pause (2.6s),"the areas that are white, we call that dinara, and there's no drought there according to the US drought Monitor method. And as you get into the worst categories of drought, um, it goes over on the far southwest corner of New Mexico. That's where we are experiencing them the most long term impacts of"
1853,2025-08-18T17:07:35.183,2025-08-18T17:07:41.167,1.0,27,high,long pause (2.0s),"drought, the D4, as well as the D3 going all the way up to Kain, actually all the way to the Cibola County and um going in"
1854,2025-08-18T17:07:44.883,2025-08-18T17:07:45.833,0.5,13,high,long pause (3.7s),"into um um um Sierra County. Um, you can see where, where the"
1855,2025-08-18T17:07:48.883,2025-08-18T17:08:02.967,2.5,60,high,long pause (3.0s),"um, the, the latest, um, the last few months we've had uh a decent monsoon in a lot of parts of the state, whereas, uh, you can see where it's not colored anything. It's the And so I just wanted to paint a picture of kind of the, the longer term drought over the last water year. So this shows"
1856,2025-08-18T17:08:05.383,2025-08-18T17:08:07.167,0.5,13,high,long pause (2.4s),"you a um a map of the snowwater equivalent, the amount of liquid"
1857,2025-08-18T17:08:09.483,2025-08-18T17:08:13.333,0.75,19,high,long pause (2.3s),"water in the snowpack as um over time, so this goes from October of last year to pretty much"
1858,2025-08-18T17:08:15.483,2025-08-18T17:08:17.667,0.5,14,high,long pause (2.1s),"just last week, um, and, and you can see the, the green line is"
1859,2025-08-18T17:08:20.917,2025-08-18T17:08:25.533,1.0,25,high,long pause (3.2s),"the, is the median um amount of snowpack, and this is the headwaters of the Rio Grande. And so as you and the black line"
1860,2025-08-18T17:08:27.683,2025-08-18T17:08:31.433,0.75,20,high,long pause (2.1s),"is the actual amount that we had this water year, and then the top line and the bottom line are"
1861,2025-08-18T17:08:33.45,2025-08-18T17:08:35.7,0.5,13,high,long pause (2.0s),"the, the lowest, and then, so you can see, we start off like"
1862,2025-08-18T17:08:38.717,2025-08-18T17:08:43.967,1.0,23,high,long pause (3.0s),"very uh encouraging, and then we leveled out and from the end of November, December, all the way to to pretty much early"
1863,2025-08-18T17:08:46.717,2025-08-18T17:08:46.967,0.25,5,high,long pause (2.8s),um early March actually. And
1864,2025-08-18T17:08:49.083,2025-08-18T17:08:54.9,1.0,28,high,long pause (2.1s),"then we saw some storms in and we popped up, um, but it really didn't get us out much of, um, into the, we, we were in this,"
1865,2025-08-18T17:08:57.117,2025-08-18T17:09:03.433,1.0,22,high,long pause (2.2s),"the, the, the first through 10th percentile actually, really low. Um, so this is a multiple, um, snow, um, snow towel stations,"
1866,2025-08-18T17:09:05.717,2025-08-18T17:09:06.633,0.5,11,high,long pause (2.3s),"and you can see we, we melted out early again, um."
1867,2025-08-18T17:09:09.317,2025-08-18T17:09:17,1.25,27,high,long pause (2.7s),"So, and this is a, a graph um that the Office of State Engineer, um, puts it together for us for drought monitor monthly drought monitoring work"
1868,2025-08-18T17:09:19.183,2025-08-18T17:09:27.167,1.25,31,high,long pause (2.2s),"group. And it basically is the, the large reservoirs in New Mexico as part of the Rio Grande Basin, and each one of the, the bars are the total amount of"
1869,2025-08-18T17:09:29.183,2025-08-18T17:09:37.033,1.5,34,high,long pause (2.0s),"storage going all the way back to the 80s, and you can see all the way to the right is our, the current year. And so we're, we're down there with, um, the 2000"
1870,2025-08-18T17:09:39.217,2025-08-18T17:09:45.433,1.0,26,high,long pause (2.2s),"um, pretty low. I mean, we were at, at like 3.8% of capacity and it's currently in that picture was taken by a friend on uh"
1871,2025-08-18T17:09:48.65,2025-08-18T17:09:55.167,1.25,32,high,long pause (3.2s),"August 2nd, um, on a plane, um, just showing you how, how dry, we, we all know if you've been there and look at the data, how, how low our reservoir storages"
1872,2025-08-18T17:09:57.417,2025-08-18T17:09:57.667,0.25,6,high,long pause (2.2s),"are. Um, and then then the"
1873,2025-08-18T17:09:59.183,2025-08-18T17:10:01.167,0.5,11,medium,medium pause (1.5s) + speech pattern,"moving on to the spring of this year, we've had an"
1874,2025-08-18T17:10:03.183,2025-08-18T17:10:12.9,2.0,42,high,long pause (2.0s),"exceptionally, uh, windy year, as we all know. If you live here, um, and, and actually there are average winds, but this is at the Las Cruces airport just over here on the West Mesa. Um, we had the, the second highest"
1875,2025-08-18T17:10:14.917,2025-08-18T17:10:15.167,0.25,5,high,long pause (2.0s),"average wind speed, um, the"
1876,2025-08-18T17:10:17.417,2025-08-18T17:10:17.667,0.25,6,high,long pause (2.2s),"last, the highest was 2022. Just"
1877,2025-08-18T17:10:19.183,2025-08-18T17:10:19.433,0.25,8,medium,medium pause (1.5s) + speech pattern,"so it gives you a sense of, yes,"
1878,2025-08-18T17:10:22.65,2025-08-18T17:10:25.4,0.75,19,high,long pause (3.2s),"it was dry, not only in the headwaters in Rio Grande, as well as the rest of New Mexico."
1879,2025-08-18T17:10:27.45,2025-08-18T17:10:27.7,0.25,8,high,long pause (2.0s),It was windy and as well as um
1880,2025-08-18T17:10:31.517,2025-08-18T17:10:36.833,1.25,30,high,long pause (3.8s),"we've had um a record number of uh wind erosion events, and I think my colleague down in UTEP who keeps track of every wind demand. We've, I think we're"
1881,2025-08-18T17:10:40.617,2025-08-18T17:10:46.967,1.25,26,high,long pause (3.8s),"up to past 50 events this year. And the, uh, the National Weather Service office keeps track of them and provides warnings, and they had 199"
1882,2025-08-18T17:10:49.85,2025-08-18T17:10:51.467,0.75,12,high,long pause (2.9s),"warnings, uh, as of July 14th, and usually there's only about 4."
1883,2025-08-18T17:10:53.15,2025-08-18T17:11:01.767,1.25,31,medium,medium pause (1.7s) + speech pattern,"So you can see it's pretty bad, um, in terms of the, in, in the air quality index for the the Mexicanvi Department. There were 12 days there were dust storms,"
1884,2025-08-18T17:11:04.717,2025-08-18T17:11:17.467,2.25,54,high,long pause (3.0s),"the highest level of um uh air quality index. And this shows you the, uh, going back to precipitation, this shows you the, the June and July, not the, not the, not the full, uh, monsoon, but the, the first two months, uh, going all the way back to 1895. You can see the"
1885,2025-08-18T17:11:19.483,2025-08-18T17:11:20.367,0.5,11,high,long pause (2.0s),"very far right is our current year 2025, and we're, we've"
1886,2025-08-18T17:11:24.683,2025-08-18T17:11:43.167,3.0,73,high,long pause (4.3s),"a statewide, um, we are just a bit, we're a bit above average, um, so, but it's not all, it's not equal as we're gonna see in a minute here. So here's our, this is pretty much the um beginning of the monsoon cause this is the accumulated precipitation over the last 60 days, which starts on June 17th and goes to last, the end of last week, and you can see that"
1887,2025-08-18T17:11:47.017,2025-08-18T17:11:52.9,1.25,33,high,long pause (3.9s),"the yellows, um, are in that 8 to 10 inches. So you can see a lot of areas that gotten some good decent rains. However, I I wanna, what I want to point"
1888,2025-08-18T17:11:54.95,2025-08-18T17:12:03.2,1.75,40,high,long pause (2.0s),"out is the west side of the, of the state. Um, a lot of parts of the west side of the state have missed out on a lot of the monsoons, especially the, the far northwest. So that's the total"
1889,2025-08-18T17:12:05.35,2025-08-18T17:12:09.8,1.0,20,high,long pause (2.1s),"amounts in terms of amounts of precipitation And then this one here is the same area, but it's the percent"
1890,2025-08-18T17:12:12.75,2025-08-18T17:12:14.933,0.5,14,high,long pause (3.0s),"of average or normal. As you can see that, that deep, deep red in"
1891,2025-08-18T17:12:17.217,2025-08-18T17:12:35.533,3.0,75,high,long pause (2.3s),"the far northwest is really shown kind of where, where we haven't had any rain, very, very little. We had just a, a just a little bit in beginning of June up in the four corners, but that's about it. And it's also, uh, oh, the last one I want to point out, this is the maximum one day amount of precipitation we've seen so far this monsoon. As you can see that area, um,"
1892,2025-08-18T17:12:37.583,2025-08-18T17:12:37.833,0.25,6,high,long pause (2.0s),"went all the way, um, um"
1893,2025-08-18T17:12:41.117,2025-08-18T17:12:41.367,0.25,7,high,long pause (3.3s),kind of uh north northern um uh
1894,2025-08-18T17:12:43.383,2025-08-18T17:12:56.933,2.25,51,high,long pause (2.0s),"Chavez into part little part little bit of Roosevelt and the Baca Counties where we had some really good rains, but this is uh just, just a kind of snapshot to tell you where how extreme our weather has been over the monsoon, but the Northwest hasn't seen hardly anything yet."
1895,2025-08-18T17:12:58.617,2025-08-18T17:13:01.867,1.0,24,medium,formal introduction,"And this, um, oops, I'm going backwards. Here we go. OK, I just, since I make it a little more relevant, here's the Las"
1896,2025-08-18T17:13:04.917,2025-08-18T17:13:05.167,0.25,6,high,long pause (3.0s),"Cruces, um, for the monsoon. And"
1897,2025-08-18T17:13:07.583,2025-08-18T17:13:08.433,0.5,10,high,long pause (2.4s),"so we're 125% of average, um, that, that smooth line"
1898,2025-08-18T17:13:10.65,2025-08-18T17:13:13.633,0.75,19,high,long pause (2.2s),"is the normal and the, the green line is the actual, and, and we basically kicked off our monsoon"
1899,2025-08-18T17:13:16.116,2025-08-18T17:13:17.066,0.5,9,high,long pause (2.5s),on the 25th with a with um 0.57 inches.
1900,2025-08-18T17:13:19.483,2025-08-18T17:13:23.8,1.0,21,high,long pause (2.4s),"And so, um, and then talking about precipitation, but the, the whole story of drought is not just a lack of"
1901,2025-08-18T17:13:26.65,2025-08-18T17:13:33.166,1.25,24,high,long pause (2.9s),"precipitation. It's the loss of, of water vapor into the evaporation and transpiration. So that's driven a lot by temperatures. So this is the"
1902,2025-08-18T17:13:35.416,2025-08-18T17:13:36.233,0.5,6,high,long pause (2.2s),June June and July average temperature
1903,2025-08-18T17:13:38.95,2025-08-18T17:13:59.666,3.25,77,high,long pause (2.7s),"and it's ranked in terms of a much above average or much below. As you can see the kind of right, sort of right down the middle. It's pretty much near normal to actually cooler than normal and, and it's right down the middle from I-25 going north. The west side of the state has been pretty warm, you know, in, in areas much above average to a few little spots or record warmest. So that's our"
1904,2025-08-18T17:14:01.55,2025-08-18T17:14:01.8,0.25,7,medium,medium pause (1.9s) + speech pattern,story here. And then this is a
1905,2025-08-18T17:14:04.75,2025-08-18T17:14:09.666,1.0,23,high,long pause (3.0s),"um a product that we use called Eddy. Um, the evaporative demand drought index, and it's a gauge of how thirsty the atmosphere"
1906,2025-08-18T17:14:11.75,2025-08-18T17:14:17.933,1.25,27,high,long pause (2.1s),"is. The deeper the red, that the thirstier the atmosphere is, and that's that that's pretty much gauges the loss of evaporation going in the atmosphere. So"
1907,2025-08-18T17:14:19.45,2025-08-18T17:14:19.7,0.25,8,medium,medium pause (1.5s) + speech pattern,so if you were to apply water to
1908,2025-08-18T17:14:22.716,2025-08-18T17:14:27.4,1.0,22,high,long pause (3.0s),"irrigation or rainfall, that would quickly quickly go into the atmosphere for those red areas. So you can see it kind of"
1909,2025-08-18T17:14:29.583,2025-08-18T17:14:30.5,0.5,9,high,long pause (2.2s),"focuses on the, the northwest part of the state."
1910,2025-08-18T17:14:33.116,2025-08-18T17:14:43.4,1.75,46,high,long pause (2.6s),"We go to the next slide here. Here we go. And then this is a, a product that I've, we've been looking at a lot. It uses soil moisture, so it's the top meter of soil and it basically it's, it ranks them. So anywhere where"
1911,2025-08-18T17:14:45.45,2025-08-18T17:15:00.766,2.75,61,high,long pause (2.0s),"it's that brown color is uh, it's, it's basically dry, pretty dry, and you can see that kind of the overlays if you were to put the two maps together where we had less precipitation, you get dry soil. So it's kind of, it's, it's indicative of the, the drought continuing on, um, until we get moisture and then the west"
1912,2025-08-18T17:15:02.883,2025-08-18T17:15:04.933,0.75,15,high,long pause (2.1s),East side of the state is not looking too bad in terms of soil moisture.
1913,2025-08-18T17:15:07.45,2025-08-18T17:15:29.466,3.5,75,high,long pause (2.5s),"So, um, in terms of the, um, outlooks and where we're looking as remainder of my talk here, um, the US drought monitor as well as the, the climate prediction Center is predicting drought to persist in the majority of New Mexico. There's a few little areas in Southeast, Southeast Arizona, southwest New Mexico is basically, it's gonna, it's gonna improve, but still it's gonna be there. So we're stuck with drought for a while."
1914,2025-08-18T17:15:31.483,2025-08-18T17:15:35,1.0,21,high,long pause (2.0s),"Um, here's the 8 to 14 day, uh, focusing on the right side of the graph there, um, that green, which"
1915,2025-08-18T17:15:37.183,2025-08-18T17:15:40.9,0.75,17,high,long pause (2.2s),"is good. We like to see green as his chances for above average precipitation for the next,"
1916,2025-08-18T17:15:43.183,2025-08-18T17:15:53.333,1.75,40,high,long pause (2.3s),"that's, this is through the 28th of August. Um, so that's good. And, and I think the last, the, um, I just looked at the, the forecast for today and it actually that Green has moved into Southeastern New Mexico"
1917,2025-08-18T17:15:56.65,2025-08-18T17:15:56.9,0.25,7,high,long pause (3.3s),too. So going further out to the
1918,2025-08-18T17:15:59.15,2025-08-18T17:16:05.1,1.25,22,high,long pause (2.2s),"um um into September, um, the climate prediction Center, if you look at the right side, the precipitation outlook says equal chance"
1919,2025-08-18T17:16:07.183,2025-08-18T17:16:15.633,1.5,29,high,long pause (2.1s),"s which is good in terms of it's, it's not showing a dry signal. So that's probably be average likely average precipitation going into September. However, if you look"
1920,2025-08-18T17:16:18.95,2025-08-18T17:16:21.2,0.5,14,high,long pause (3.3s),"into the, the rest of the, the rest of the, the summer into the"
1921,2025-08-18T17:16:23.383,2025-08-18T17:16:35.066,2.25,52,high,long pause (2.2s),"early um fall, there's a dry signal looking coming up and that's that on the right side of this graph, um, showing this brown, so that there's a little bit of probability that we may be drying out in the four corners area, which is not good. So this, so that's my"
1922,2025-08-18T17:16:37.55,2025-08-18T17:16:37.8,0.25,6,high,long pause (2.5s),main bottom line story for us
1923,2025-08-18T17:16:39.45,2025-08-18T17:16:45.733,1.25,31,medium,medium pause (1.6s) + speech pattern,"now is the eastern side of the state, not doing too bad. A few little areas missed out, but our main concern is the Northwest, the western part of the state"
1924,2025-08-18T17:16:48.916,2025-08-18T17:16:53.766,1.25,27,high,long pause (3.2s),"into Arizona, um, in, in the, in some of the drought monitor, if you look in Arizona, they're, they're also struggling. So that's, that's our focus right"
1925,2025-08-18T17:16:55.716,2025-08-18T17:17:04.5,1.75,43,medium,medium pause (1.9s) + speech pattern,"now area of concern, of warning. Um, so last thing I want to talk about real quickly is, um, the, the status of the ZMet weather station network. So this is our current build out right now. We've got all the stations, um"
1926,2025-08-18T17:17:07.483,2025-08-18T17:17:29.4,3.75,85,high,long pause (3.0s),"out there, there's hardware and and collecting data at all of this, all these these stations here. Um, however, uh, and this is, um, a picture of one of the stations I was just out there at the White Rock Chapter House, um, getting it online, we, we have it on sale and it's on their website, and this is kind of what it looks like. This is a tier one tower. Those are 30-foot high tower. We, we collect all the weather parameters, temperature,"
1927,2025-08-18T17:17:32.616,2025-08-18T17:17:34.9,0.75,14,high,long pause (3.2s),"humidity, uh, rainfall, wind speed, um, and then we also collect soil moisture at"
1928,2025-08-18T17:17:37.416,2025-08-18T17:17:43.666,1.25,35,high,long pause (2.5s),"at 4 inches depth. And then this gets sent out every 5 minutes and goes on our website and then we're, our goal is to get a, get to all the stations on to Noah,"
1929,2025-08-18T17:17:45.45,2025-08-18T17:17:58.9,2.0,45,medium,medium pause (1.8s) + speech pattern,"so we can get them into the programs. So right now, um, we've got all, uh, we've, I counted this actually right before we started here. I got 199 stations on our website right now. And then uh we're getting, um, uh, we're gonna go"
1930,2025-08-18T17:18:01.183,2025-08-18T17:18:04.333,1.0,21,high,long pause (2.3s),"moving to 136 right now, and then I think we're adding another 4 this week. Um, so there'll be 140 online"
1931,2025-08-18T17:18:08.583,2025-08-18T17:18:27.066,3.5,83,high,long pause (4.2s),"for NOA to go into to programs that everybody can see the National Weather Service can see for any of their programs. And then we're gonna shoot for um 200 stations by the beginning of November. So basically, it takes some time to to kind of test the data, make sure it goes out before we, we send it to NOAA. And then, um, um, and then we're gonna have a uh big celebration when we have them all up and online. So,"
1932,2025-08-18T17:18:30.683,2025-08-18T17:18:34.333,1.0,22,high,long pause (3.6s),"OK, that's my contact and I don't want to delay anymore, so I'll hand it off to the, to, to Doctor Fernand."
1933,2025-08-18T17:18:39.216,2025-08-18T17:18:40.233,0.5,10,high,long pause (4.9s),"Great, thank you. Um, now we're going to, uh, Sam"
1934,2025-08-18T17:18:43.049,2025-08-18T17:18:43.299,0.25,1,high,long pause (2.8s),sorry.
1935,2025-08-18T17:18:59.383,2025-08-18T17:19:00.199,0.5,8,high,long pause (16.1s),"OK, Chair, members of the committee, thank you."
1936,2025-08-18T17:19:07.149,2025-08-18T17:19:07.399,0.25,1,high,long pause (7.0s),"Alrighty,"
1937,2025-08-18T17:19:10.616,2025-08-18T17:19:12.899,0.5,10,high,long pause (3.2s); formal introduction,"I'm Sam Fernna, director of the New Mexico Water Resources"
1938,2025-08-18T17:19:15.183,2025-08-18T17:19:21.499,1.0,19,high,long pause (2.3s),Research Institute and I'll paraphrase this description of our mission. We are the Water Research Institute of New Mexico
1939,2025-08-18T17:19:25.016,2025-08-18T17:19:27.199,0.5,11,high,long pause (3.5s),and we provide support for all the universities and agencies in
1940,2025-08-18T17:19:29.216,2025-08-18T17:19:29.466,0.25,6,high,long pause (2.0s),New Mexico for research to solve
1941,2025-08-18T17:19:31.483,2025-08-18T17:19:31.733,0.25,4,high,long pause (2.0s),"water problems, also providing"
1942,2025-08-18T17:19:33.883,2025-08-18T17:19:34.866,0.5,5,high,long pause (2.1s),education outreach and technical support.
1943,2025-08-18T17:19:40.683,2025-08-18T17:19:42.933,0.5,10,high,long pause (5.8s); formal introduction,I'm here today to talk about the NMWRRI agricultural water
1944,2025-08-18T17:19:45.183,2025-08-18T17:19:47.599,0.5,10,high,long pause (2.2s),"resilience Program, Agwerp, as I fondly referred to it, um"
1945,2025-08-18T17:19:51.249,2025-08-18T17:19:53.399,0.5,11,high,long pause (3.6s),"the AgWor program implements Action A2, which is one of the"
1946,2025-08-18T17:19:55.416,2025-08-18T17:19:56.399,0.5,10,high,long pause (2.0s),11 priorities in the New Mexico fifty-year water action plan.
1947,2025-08-18T17:19:59.449,2025-08-18T17:20:05.166,1.0,20,high,long pause (3.0s),and the goal is to maintain resilience of New Mexico agriculture and provide food security in a future with less
1948,2025-08-18T17:20:07.383,2025-08-18T17:20:07.633,0.25,6,high,long pause (2.2s),"available water, as stated in HB"
1949,2025-08-18T17:20:10.816,2025-08-18T17:20:11.599,0.5,7,high,long pause (3.2s),"2.5 315, the enabling legislation for eggworp."
1950,2025-08-18T17:20:17.383,2025-08-18T17:20:19.399,0.5,9,high,long pause (5.8s),"An overview of the program, the legislature appropriated 5"
1951,2025-08-18T17:20:22.616,2025-08-18T17:20:33.666,2.0,34,high,long pause (3.2s),"million in fiscal 26 for this program, 4.5 million will be made available for individual on the ground projects and 0.5 million for project implementation and water impact assessment. The maximum award for each"
1952,2025-08-18T17:20:37.116,2025-08-18T17:20:39.166,0.5,10,high,long pause (3.5s),project is 250K. Project funds must be expended from September
1953,2025-08-18T17:20:42.949,2025-08-18T17:20:59.233,2.5,38,high,long pause (3.8s),"1525 through June 30th, 26, we had applications due on July twenty-eighth, and eligible applicants were soil and water conservation districts, irrigation and conservancy districts, the Asseian community ditch Associations, Watershed districts, local governments, and tribal governments. The"
1954,2025-08-18T17:21:01.316,2025-08-18T17:21:02.299,0.5,7,high,long pause (2.1s),eligible applicants partner with ranchers and farmers
1955,2025-08-18T17:21:05.016,2025-08-18T17:21:12.166,1.5,24,high,long pause (2.7s),"to develop, propose, and conduct on the ground projects that improve the ability to manage, conserve, and efficiently apply limited water for agricultural production."
1956,2025-08-18T17:21:14.949,2025-08-18T17:21:15.833,0.5,8,high,long pause (2.8s),So that's what the program is about. Um
1957,2025-08-18T17:21:19.116,2025-08-18T17:21:19.366,0.25,5,high,long pause (3.3s),launch right into the exciting
1958,2025-08-18T17:21:22.616,2025-08-18T17:21:25.099,0.75,8,high,long pause (3.2s),status of application submissions we received 61 applications.
1959,2025-08-18T17:21:31.366,2025-08-18T17:21:31.616,0.25,5,high,long pause (6.3s),Funds requested from NMWRI 8.57
1960,2025-08-18T17:21:34.649,2025-08-18T17:21:36.033,0.5,7,high,long pause (3.0s),million Matching funds offered by the proposers.
1961,2025-08-18T17:21:39.349,2025-08-18T17:21:41.799,0.5,9,high,long pause (3.3s),"voluntary matching funds, I should point out, 1.73 million"
1962,2025-08-18T17:21:46.916,2025-08-18T17:21:47.166,0.25,5,high,long pause (5.1s),So the total program activity
1963,2025-08-18T17:21:49.416,2025-08-18T17:21:50.366,0.5,6,high,long pause (2.2s),proposed 10.3 million for this program.
1964,2025-08-18T17:21:57.149,2025-08-18T17:21:57.399,0.25,8,high,long pause (6.8s),So this is a map that shows the
